Sequence_ID,Cluster_ID,SampleGroup,Terrain
IPB24B-8_NODE_660_length_1124_cov_9.024072,Cluster11267,IPB24B-8,Plain
IPB24E-171_NODE_751_length_1124_cov_1.198596,Cluster11268,IPB24E-171,Mountain
IPB24G-231_NODE_880_length_1124_cov_2.875627,Cluster11269,IPB24G-231,Mountain
IPB24E-197_NODE_609_length_1124_cov_5.538616,Cluster11270,IPB24E-197,Mountain
IPB4B-6_NODE_613_length_1124_cov_1.121364,Cluster11271,IPB4B-6,Mesa
IPB4B-2_NODE_2424_length_1012_cov_0.760452,Cluster11271,IPB4B-2,Mesa
IPB24G-232_NODE_4026_length_1124_cov_0.405216,Cluster11272,IPB24G-232,Mountain
IPB24G-238_NODE_645_length_1124_cov_2.647944,Cluster11273,IPB24G-238,Mountain
IPB24C-66_NODE_562_length_1124_cov_1.062187,Cluster11274,IPB24C-66,Plain
IPB6H-15_NODE_262_length_1124_cov_1.039117,Cluster11275,IPB6D-3,Mountain
IPB24H-133_NODE_205_length_1124_cov_12.831494,Cluster11276,IPB24H-133,Mountain
IPB24H-133_NODE_204_length_1124_cov_13.372116,Cluster11276,IPB24H-133,Mountain
IPB24A-41_NODE_1240_length_1124_cov_0.523571,Cluster11277,IPB24A-41,Mesa
IPB24C-70_NODE_911_length_1124_cov_1.886660,Cluster11278,IPB24C-70,Plain
IPB24G-232_NODE_4024_length_1124_cov_0.573721,Cluster11279,IPB24G-232,Mountain
IPB4B-52_NODE_2016_length_1124_cov_1.017051,Cluster11280,IPB4B-52,Mountain
IPB24E-179_NODE_1310_length_1124_cov_1.148445,Cluster11281,IPB24E-179,Mountain
IPB24C-102_NODE_1434_length_1124_cov_0.387161,Cluster11282,IPB24C-102,Plain
IPB24G-240_NODE_640_length_1123_cov_1.163655,Cluster11283,IPB24G-240,Mountain
IPB24G-203_NODE_1702_length_1123_cov_0.363454,Cluster11284,IPB24G-203,Mountain
IPB24A-20_NODE_168_length_1123_cov_2.250000,Cluster11285,IPB24A-20,Mountain
IPB4B-22_NODE_323_length_1123_cov_0.556225,Cluster11286,IPB4B-22,Plain
IPB24C-109_NODE_1436_length_1123_cov_1.397590,Cluster11287,IPB24C-109,Plain
IPB24A-7_NODE_212_length_1123_cov_0.875502,Cluster11288,IPB24A-7,Mountain
IPB6D-7_NODE_6743_length_1123_cov_0.718876,Cluster11289,IPB6D-7,Mountain
IPB24C-76_NODE_341_length_1123_cov_1.035141,Cluster11290,IPB24C-76,Plain
IPB24G-233_NODE_4579_length_1123_cov_3.289157,Cluster11291,IPB24G-233,Mountain
IPB24A-32_NODE_1031_length_1123_cov_1.624498,Cluster11292,IPB24A-32,Mountain
IPB24C-19_NODE_53_length_1123_cov_5.226908,Cluster11293,IPB24B-15,Plain
IPB24C-117_NODE_926_length_1123_cov_2.543173,Cluster11294,IPB24C-117,Plain
IPB24A-12_NODE_199_length_1123_cov_208.505020,Cluster11295,IPB24A-12,Mountain
IPB24C-108_NODE_2654_length_1123_cov_1.443775,Cluster11296,IPB24C-108,Plain
IPB24B-7_NODE_614_length_1123_cov_0.663655,Cluster11297,IPB24B-7,Plain
IPB24C-105_NODE_383_length_1123_cov_0.977912,Cluster11298,IPB24C-105,Plain
IPB24C-66_NODE_568_length_1122_cov_1.483417,Cluster11299,IPB24C-66,Plain
IPB24G-80_NODE_1490_length_1122_cov_4.490452,Cluster11300,IPB24D-51,Mountain
IPB24A-9_NODE_80_length_1122_cov_15.803015,Cluster11301,IPB24A-9,Plain
IPB24G-233_NODE_4593_length_1122_cov_0.518593,Cluster11302,IPB24G-233,Mountain
IPB24B-8_NODE_666_length_1122_cov_4.446231,Cluster11303,IPB24B-8,Plain
IPB24A-5_NODE_218_length_1122_cov_7.340704,Cluster11304,IPB24A-5,Mountain
IPB24D-48_NODE_223_length_1122_cov_82.952764,Cluster11305,IPB24D-48,Mountain
IPB24G-54_NODE_754_length_1122_cov_25.168844,Cluster11306,IPB24D-34,Mountain
IPB24G-232_NODE_4038_length_1122_cov_0.375879,Cluster11307,IPB24G-232,Mountain
IPB4B-5_NODE_305_length_1121_cov_0.144869,Cluster11308,IPB4B-5,Mesa
IPB24G-206_NODE_4443_length_1121_cov_9.847082,Cluster11309,IPB24G-206,Mountain
IPB24E-183_NODE_1960_length_1121_cov_1.093561,Cluster11310,IPB24E-183,Mountain
IPB6H-18_NODE_5738_length_1121_cov_1.420523,Cluster11311,IPB6D-6,Mountain
IPB24A-5_NODE_219_length_1121_cov_2.113682,Cluster11312,IPB24A-5,Mountain
IPB24G-232_NODE_4041_length_1121_cov_0.962777,Cluster11313,IPB24G-232,Mountain
IPB24A-41_NODE_1244_length_1121_cov_0.678068,Cluster11314,IPB24A-41,Mesa
IPB24G-215_NODE_1180_length_1121_cov_0.731388,Cluster11315,IPB24G-215,Mountain
IPB24G-209_NODE_398_length_1121_cov_1.384306,Cluster11316,IPB24G-209,Mountain
IPB24C-73_NODE_870_length_1121_cov_1.081489,Cluster11317,IPB24C-73,Plain
IPB24G-237_NODE_728_length_1121_cov_1.851107,Cluster11318,IPB24G-237,Mountain
IPB24G-232_NODE_4039_length_1121_cov_38.562374,Cluster11319,IPB24G-232,Mountain
IPB4B-52_NODE_2027_length_1121_cov_0.899396,Cluster11320,IPB4B-52,Mountain
IPB24C-108_NODE_2673_length_1121_cov_2.147887,Cluster11321,IPB24C-108,Plain
IPB24C-68_NODE_291_length_1121_cov_1.043260,Cluster11322,IPB24C-68,Plain
IPB24G-213_NODE_958_length_1121_cov_3.233400,Cluster11323,IPB24G-213,Mountain
IPB4B-52_NODE_2031_length_1120_cov_1.950655,Cluster11324,IPB4B-52,Mountain
IPB6H-18_NODE_5740_length_1120_cov_5.454179,Cluster11325,IPB6D-6,Mountain
IPB6H-17_NODE_3023_length_1120_cov_3.512588,Cluster11326,IPB6D-5,Mountain
IPB24C-100_NODE_698_length_1120_cov_4.296073,Cluster11327,IPB24C-100,Plain
IPB24B-5_NODE_538_length_1120_cov_5.589124,Cluster11328,IPB24B-5,Plain
IPB24C-77_NODE_952_length_1120_cov_1.206445,Cluster11329,IPB24C-77,Plain
IPB24C-110_NODE_501_length_1120_cov_0.721047,Cluster11330,IPB24C-110,Plain
IPB24A-28_NODE_83_length_1120_cov_129.250755,Cluster11331,IPB24A-28,Mountain
IPB24G-232_NODE_4044_length_1120_cov_8.186304,Cluster11332,IPB24G-232,Mountain
IPB24C-104_NODE_2416_length_1120_cov_1.870091,Cluster11333,IPB24C-104,Plain
IPB24C-106_NODE_2476_length_1120_cov_4.936556,Cluster11334,IPB24C-106,Plain
IPB24G-230_NODE_345_length_1120_cov_1.327291,Cluster11335,IPB24G-230,Mountain
IPB24G-232_NODE_4045_length_1120_cov_3.506546,Cluster11336,IPB24G-232,Mountain
IPB24G-232_NODE_4057_length_1119_cov_0.202621,Cluster11337,IPB24G-232,Mountain
IPB24C-109_NODE_1463_length_1119_cov_0.757056,Cluster11338,IPB24C-109,Plain
IPB24A-31_NODE_900_length_1119_cov_3.789315,Cluster11339,IPB24A-31,Mountain
IPB24G-239_NODE_338_length_1119_cov_1.737903,Cluster11340,IPB24G-239,Mountain
IPB24C-83_NODE_332_length_1119_cov_1.312500,Cluster11341,IPB24C-83,Plain
IPB24A-8_NODE_338_length_1119_cov_1.285282,Cluster11342,IPB24A-8,Mountain
IPB24C-77_NODE_954_length_1119_cov_1.487903,Cluster11343,IPB24C-77,Plain
IPB24A-32_NODE_1039_length_1119_cov_2.114919,Cluster11344,IPB24A-32,Mountain
IPB24G-203_NODE_1719_length_1119_cov_0.560484,Cluster11345,IPB24G-203,Mountain
IPB24C-109_NODE_1461_length_1119_cov_0.841734,Cluster11346,IPB24C-109,Plain
IPB24B-11_NODE_502_length_1119_cov_0.802419,Cluster11347,IPB24B-11,Plain
IPB24C-108_NODE_2692_length_1119_cov_1.653226,Cluster11348,IPB24C-108,Plain
IPB24C-21_NODE_88_length_1119_cov_3100.938508,Cluster11349,IPB24C-21,Mountain
IPB24B-8_NODE_672_length_1119_cov_2.838710,Cluster11350,IPB24B-8,Plain
IPB24A-41_NODE_1246_length_1119_cov_1.100806,Cluster11351,IPB24A-41,Mesa
IPB24A-41_NODE_1247_length_1118_cov_10.988900,Cluster11352,IPB24A-41,Mesa
IPB24E-175_NODE_1753_length_1118_cov_1.046418,Cluster11353,IPB24E-175,Mountain
IPB4B-78_NODE_2184_length_1118_cov_0.745711,Cluster11354,IPB4B-78,Mountain
IPB24C-127_NODE_869_length_1118_cov_160.328961,Cluster11355,IPB24C-127,Plain
IPB24G-233_NODE_4622_length_1118_cov_0.661958,Cluster11356,IPB24G-233,Mountain
IPB24C-110_NODE_503_length_1118_cov_0.840565,Cluster11357,IPB24C-110,Plain
IPB24A-9_NODE_81_length_1118_cov_27.805247,Cluster11358,IPB24A-9,Plain
IPB24A-4_NODE_104_length_1118_cov_0.643794,Cluster11359,IPB24A-4,Mountain
IPB6H-18_NODE_5770_length_1118_cov_18.338042,Cluster11360,IPB6D-6,Mountain
IPB4B-80_NODE_1807_length_1118_cov_0.223007,Cluster11361,IPB4B-80,Mountain
IPB24C-91_NODE_87_length_1118_cov_3.955600,Cluster11362,IPB24C-91,Plain
IPB24C-76_NODE_344_length_1118_cov_0.608476,Cluster11363,IPB24C-76,Plain
IPB24C-68_NODE_293_length_1118_cov_0.815338,Cluster11364,IPB24C-68,Plain
IPB24E-195_NODE_602_length_1117_cov_7.254545,Cluster11365,IPB24E-195,Mountain
IPB24G-195_NODE_590_length_1117_cov_7.914141,Cluster11365,IPB24E-195,Mountain
IPB24G-231_NODE_889_length_1117_cov_0.605051,Cluster11366,IPB24G-231,Mountain
IPB24E-179_NODE_1342_length_1117_cov_1.249495,Cluster11367,IPB24E-179,Mountain
IPB24G-80_NODE_1505_length_1117_cov_21.013131,Cluster11368,IPB24D-51,Mountain
IPB24C-99_NODE_926_length_1117_cov_2.186869,Cluster11369,IPB24C-99,Plain
IPB24G-233_NODE_4629_length_1117_cov_0.682828,Cluster11370,IPB24G-233,Mountain
IPB6H-15_NODE_269_length_1117_cov_1.272727,Cluster11371,IPB6D-3,Mountain
IPB4B-14_NODE_436_length_1117_cov_0.496970,Cluster11372,IPB4B-14,Plain
IPB24G-234_NODE_556_length_1117_cov_18.490909,Cluster11373,IPB24G-234,Mountain
IPB24G-224_NODE_347_length_1117_cov_0.494949,Cluster11374,IPB24G-224,Mountain
IPB24G-232_NODE_4073_length_1117_cov_0.609091,Cluster11375,IPB24G-232,Mountain
IPB24B-7_NODE_628_length_1116_cov_3.710819,Cluster11376,IPB24B-7,Plain
IPB24C-70_NODE_931_length_1116_cov_3.239636,Cluster11377,IPB24C-70,Plain
IPB24G-119_NODE_655_length_1116_cov_0.580384,Cluster11378,IPB24C-74,Plain
IPB24A-7_NODE_217_length_1116_cov_2.197169,Cluster11379,IPB24A-7,Mountain
IPB24G-216_NODE_175_length_1116_cov_0.799798,Cluster11380,IPB24G-216,Mountain
IPB4B-66_NODE_14107_length_1116_cov_4.822042,Cluster11381,IPB4B-66,Mountain
IPB24B-1_NODE_341_length_1116_cov_2.038423,Cluster11382,IPB24B-1,Mountain
IPB24G-233_NODE_4638_length_1116_cov_0.821031,Cluster11383,IPB24G-233,Mountain
IPB24A-9_NODE_82_length_1116_cov_1.474216,Cluster11384,IPB24A-9,Plain
IPB24C-108_NODE_2720_length_1116_cov_1.493428,Cluster11385,IPB24C-108,Plain
IPB24A-34_NODE_421_length_1116_cov_9.091001,Cluster11386,IPB24A-34,Mountain
IPB24C-97_NODE_362_length_1115_cov_0.376518,Cluster11387,IPB24C-97,Plain
IPB24C-68_NODE_294_length_1115_cov_0.488866,Cluster11388,IPB24C-68,Plain
IPB24C-76_NODE_349_length_1115_cov_0.481781,Cluster11389,IPB24C-76,Plain
IPB24G-203_NODE_1737_length_1115_cov_0.374494,Cluster11390,IPB24G-203,Mountain
IPB24B-12_NODE_274_length_1115_cov_0.563765,Cluster11391,IPB24B-12,Plain
IPB4B-22_NODE_337_length_1115_cov_0.708502,Cluster11392,IPB4B-22,Plain
IPB24C-95_NODE_1411_length_1115_cov_2.017206,Cluster11393,IPB24C-95,Plain
IPB4B-2_NODE_1607_length_1115_cov_0.485830,Cluster11394,IPB4B-2,Mesa
IPB24G-203_NODE_1735_length_1115_cov_0.652834,Cluster11395,IPB24G-203,Mountain
IPB24G-203_NODE_1732_length_1115_cov_0.766194,Cluster11396,IPB24G-203,Mountain
IPB24G-218_NODE_2947_length_1115_cov_19.556680,Cluster11397,IPB24G-218,Mountain
IPB24D-34_NODE_961_length_1115_cov_9.404858,Cluster11398,IPB24D-34,Mountain
IPB24E-194_NODE_1383_length_1115_cov_0.526316,Cluster11399,IPB24E-194,Mountain
IPB24E-194_NODE_1381_length_1115_cov_1.075911,Cluster11400,IPB24E-194,Mountain
IPB24C-100_NODE_715_length_1114_cov_2.571429,Cluster11401,IPB24C-100,Plain
IPB24G-222_NODE_2225_length_1114_cov_1.547112,Cluster11402,IPB24G-222,Mountain
IPB6H-17_NODE_3052_length_1114_cov_5.128673,Cluster11403,IPB6D-5,Mountain
IPB4B-62_NODE_1144_length_1114_cov_0.580547,Cluster11404,IPB4B-62,Mesa
IPB24G-235_NODE_2337_length_1114_cov_0.823708,Cluster11405,IPB24G-235,Mountain
IPB24C-76_NODE_352_length_1114_cov_0.523810,Cluster11406,IPB24C-76,Plain
IPB24G-54_NODE_781_length_1114_cov_25.222898,Cluster11407,IPB24D-34,Mountain
IPB6H-18_NODE_5827_length_1114_cov_1.390071,Cluster11408,IPB6D-6,Mountain
IPB24D-34_NODE_967_length_1114_cov_23.439716,Cluster11409,IPB24D-34,Mountain
IPB24C-107_NODE_1849_length_1114_cov_1.293820,Cluster11410,IPB24C-107,Plain
IPB24A-8_NODE_342_length_1114_cov_11.638298,Cluster11411,IPB24A-8,Mountain
IPB24C-78_NODE_1324_length_1114_cov_0.642351,Cluster11412,IPB24C-78,Plain
IPB24G-233_NODE_4658_length_1114_cov_0.279635,Cluster11413,IPB24G-233,Mountain
IPB24G-236_NODE_529_length_1114_cov_0.722391,Cluster11414,IPB24G-236,Mountain
IPB24G-233_NODE_4655_length_1114_cov_0.437690,Cluster11415,IPB24G-233,Mountain
IPB4B-4_NODE_1081_length_1114_cov_0.293820,Cluster11416,IPB4B-4,Mesa
IPB24A-10_NODE_223_length_1114_cov_169.963526,Cluster11417,IPB24A-10,Mountain
IPB24B-8_NODE_682_length_1113_cov_1.562880,Cluster11418,IPB24B-8,Plain
IPB24C-109_NODE_1490_length_1113_cov_1.847870,Cluster11419,IPB24C-109,Plain
IPB24G-214_NODE_267_length_1113_cov_1.001014,Cluster11420,IPB24G-214,Mountain
IPB24A-32_NODE_1058_length_1113_cov_1.911765,Cluster11421,IPB24A-32,Mountain
IPB24C-114_NODE_1366_length_1113_cov_0.909736,Cluster11422,IPB24C-114,Plain
IPB24E-191_NODE_641_length_1113_cov_1.372211,Cluster11423,IPB24E-191,Mountain
IPB4B-6_NODE_639_length_1113_cov_0.607505,Cluster11424,IPB4B-6,Mesa
IPB24A-2_NODE_326_length_1113_cov_5.367140,Cluster11425,IPB24A-2,Mountain
IPB24C-62_NODE_596_length_1113_cov_4.206897,Cluster11426,IPB24C-62,Plain
IPB24E-194_NODE_1388_length_1113_cov_0.520284,Cluster11427,IPB24E-194,Mountain
IPB24G-202_NODE_1535_length_1113_cov_0.921907,Cluster11428,IPB24G-202,Mountain
IPB24G-232_NODE_4101_length_1112_cov_0.377665,Cluster11429,IPB24G-232,Mountain
IPB24C-73_NODE_893_length_1112_cov_2.012183,Cluster11430,IPB24C-73,Plain
IPB24C-99_NODE_941_length_1112_cov_1.212183,Cluster11431,IPB24C-99,Plain
IPB24C-110_NODE_514_length_1112_cov_0.401015,Cluster11432,IPB24C-110,Plain
IPB6H-17_NODE_3069_length_1112_cov_0.387817,Cluster11433,IPB6D-5,Mountain
IPB24E-172_NODE_608_length_1112_cov_0.863959,Cluster11434,IPB24E-172,Mountain
IPB24A-32_NODE_1063_length_1112_cov_0.660914,Cluster11435,IPB24A-32,Mountain
IPB24G-223_NODE_1155_length_1112_cov_1.384772,Cluster11436,IPB24G-223,Mountain
IPB24G-232_NODE_4097_length_1112_cov_7.754315,Cluster11437,IPB24G-232,Mountain
IPB4B-52_NODE_2065_length_1112_cov_0.537056,Cluster11438,IPB4B-52,Mountain
IPB24G-238_NODE_650_length_1112_cov_0.914721,Cluster11439,IPB24G-238,Mountain
IPB24G-81_NODE_43_length_1111_cov_9.839431,Cluster11440,IPB24D-52,Mountain
IPB24C-104_NODE_2499_length_1111_cov_0.908537,Cluster11441,IPB24C-104,Plain
IPB24C-100_NODE_724_length_1111_cov_1.823171,Cluster11442,IPB24C-100,Plain
IPB24G-234_NODE_563_length_1111_cov_0.431911,Cluster11443,IPB24G-234,Mountain
IPB24A-32_NODE_1064_length_1111_cov_3.590447,Cluster11444,IPB24A-32,Mountain
IPB24G-218_NODE_2969_length_1111_cov_5.145325,Cluster11445,IPB24G-218,Mountain
IPB24C-63_NODE_381_length_1111_cov_1.064024,Cluster11446,IPB24C-63,Plain
IPB24G-232_NODE_4103_length_1111_cov_0.477642,Cluster11447,IPB24G-232,Mountain
IPB6H-18_NODE_5867_length_1111_cov_3.218496,Cluster11448,IPB6D-6,Mountain
IPB24A-8_NODE_344_length_1111_cov_6.331301,Cluster11449,IPB24A-8,Mountain
IPB24C-103_NODE_1248_length_1111_cov_1.861789,Cluster11450,IPB24C-103,Plain
IPB24C-62_NODE_602_length_1111_cov_1.756098,Cluster11451,IPB24C-62,Plain
IPB24G-81_NODE_44_length_1110_cov_25.619532,Cluster11452,IPB24D-52,Mountain
IPB24C-77_NODE_982_length_1110_cov_1.028484,Cluster11453,IPB24C-77,Plain
IPB24C-114_NODE_1378_length_1110_cov_1.274669,Cluster11454,IPB24C-114,Plain
IPB6H-15_NODE_274_length_1110_cov_0.667345,Cluster11455,IPB6D-3,Mountain
IPB24G-227_NODE_649_length_1110_cov_51.118006,Cluster11456,IPB24G-227,Mountain
IPB4B-2_NODE_1639_length_1110_cov_6.435402,Cluster11457,IPB4B-2,Mesa
IPB24C-105_NODE_405_length_1110_cov_2.856562,Cluster11458,IPB24C-105,Plain
IPB24G-212_NODE_3012_length_1110_cov_11.338759,Cluster11459,IPB24G-212,Mountain
IPB24A-32_NODE_1068_length_1110_cov_12.210580,Cluster11460,IPB24A-32,Mountain
IPB6H-18_NODE_5883_length_1110_cov_4.191251,Cluster11461,IPB6D-6,Mountain
IPB24C-73_NODE_898_length_1110_cov_3.869786,Cluster11462,IPB24C-73,Plain
IPB24G-235_NODE_2364_length_1110_cov_0.803662,Cluster11463,IPB24G-235,Mountain
IPB24G-238_NODE_658_length_1110_cov_1.239064,Cluster11464,IPB24G-238,Mountain
IPB24C-32_NODE_2092_length_1109_cov_1.267821,Cluster11465,IPB24C-32,Mountain
IPB24C-68_NODE_296_length_1109_cov_0.547862,Cluster11466,IPB24C-68,Plain
IPB24D-47_NODE_154_length_1109_cov_7.755601,Cluster11467,IPB24D-47,Mountain
IPB4B-83_NODE_4461_length_1109_cov_0.865580,Cluster11468,IPB4B-83,Mountain
IPB24C-114_NODE_1383_length_1109_cov_1.409369,Cluster11469,IPB24C-114,Plain
IPB24A-32_NODE_1071_length_1109_cov_4.246436,Cluster11470,IPB24A-32,Mountain
IPB24E-194_NODE_1405_length_1109_cov_1.136456,Cluster11471,IPB24E-194,Mountain
IPB24C-119_NODE_364_length_1109_cov_4.782077,Cluster11472,IPB24C-119,Plain
IPB24B-7_NODE_644_length_1108_cov_1.290520,Cluster11473,IPB24B-7,Plain
IPB4B-18_NODE_226_length_1108_cov_22.362895,Cluster11474,IPB4B-18,Mesa
IPB24G-202_NODE_1564_length_1108_cov_0.724771,Cluster11475,IPB24G-202,Mountain
IPB24G-232_NODE_4118_length_1108_cov_0.748216,Cluster11476,IPB24G-232,Mountain
IPB24G-234_NODE_567_length_1108_cov_1.502548,Cluster11477,IPB24G-234,Mountain
IPB6H-18_NODE_5926_length_1108_cov_1.080530,Cluster11478,IPB6D-6,Mountain
IPB24G-61_NODE_69_length_1108_cov_0.470948,Cluster11479,IPB24D-38,Mesa
IPB24C-125_NODE_452_length_1108_cov_3.214067,Cluster11480,IPB24C-125,Plain
IPB4B-22_NODE_351_length_1108_cov_1.234455,Cluster11481,IPB4B-22,Plain
IPB24B-10_NODE_195_length_1108_cov_0.755352,Cluster11482,IPB24B-10,Plain
IPB24G-119_NODE_675_length_1108_cov_1.330275,Cluster11483,IPB24C-74,Plain
IPB24G-232_NODE_4119_length_1108_cov_0.566769,Cluster11484,IPB24G-232,Mountain
IPB24C-26_NODE_102_length_1108_cov_3.527013,Cluster11485,IPB24C-26,Plain
IPB24G-231_NODE_902_length_1108_cov_0.211009,Cluster11486,IPB24G-231,Mountain
IPB24E-172_NODE_619_length_1108_cov_0.848114,Cluster11487,IPB24E-172,Mountain
IPB24C-84_NODE_172_length_1107_cov_1.062245,Cluster11488,IPB24C-84,Mesa
IPB24C-106_NODE_2603_length_1107_cov_0.712245,Cluster11489,IPB24C-106,Plain
IPB4B-36_NODE_1357_length_1107_cov_0.901020,Cluster11490,IPB4B-36,Mesa
IPB24H-133_NODE_213_length_1107_cov_0.757143,Cluster11491,IPB24H-133,Mountain
IPB24G-214_NODE_269_length_1107_cov_0.888776,Cluster11492,IPB24G-214,Mountain
IPB24G-233_NODE_4695_length_1107_cov_0.906122,Cluster11493,IPB24G-233,Mountain
IPB24A-41_NODE_1276_length_1107_cov_0.879592,Cluster11494,IPB24A-41,Mesa
IPB24D-56_NODE_320_length_1107_cov_1.084694,Cluster11495,IPB24D-56,Mesa
IPB4B-36_NODE_1355_length_1107_cov_1.975510,Cluster11496,IPB4B-36,Mesa
IPB24G-235_NODE_2399_length_1107_cov_0.620408,Cluster11497,IPB24G-235,Mountain
IPB24A-31_NODE_915_length_1107_cov_1.014286,Cluster11498,IPB24A-31,Mountain
IPB24C-82_NODE_259_length_1107_cov_8.843878,Cluster11499,IPB24C-82,Plain
IPB24E-188_NODE_1387_length_1107_cov_4.795918,Cluster11500,IPB24E-188,Mountain
IPB24C-78_NODE_1349_length_1107_cov_7.436735,Cluster11501,IPB24C-78,Plain
IPB24A-6_NODE_136_length_1107_cov_34.858163,Cluster11502,IPB24A-6,Mountain
IPB24G-203_NODE_1770_length_1107_cov_0.687755,Cluster11503,IPB24G-203,Mountain
IPB24E-182_NODE_840_length_1107_cov_1.992857,Cluster11504,IPB24E-182,Mountain
IPB24C-97_NODE_374_length_1107_cov_0.609184,Cluster11505,IPB24C-97,Plain
IPB24G-233_NODE_4702_length_1106_cov_2.726251,Cluster11506,IPB24G-233,Mountain
IPB24G-233_NODE_4703_length_1106_cov_2.270684,Cluster11507,IPB24G-233,Mountain
IPB24C-102_NODE_1518_length_1106_cov_0.467824,Cluster11508,IPB24C-102,Plain
IPB24E-182_NODE_841_length_1106_cov_13.695608,Cluster11509,IPB24E-182,Mountain
IPB24A-41_NODE_1279_length_1106_cov_1.273749,Cluster11510,IPB24A-41,Mesa
IPB24C-63_NODE_390_length_1106_cov_0.818182,Cluster11511,IPB24C-63,Plain
IPB4B-52_NODE_2083_length_1106_cov_1.170582,Cluster11512,IPB4B-52,Mountain
IPB4B-2_NODE_1667_length_1106_cov_0.514811,Cluster11513,IPB4B-2,Mesa
IPB24G-233_NODE_4705_length_1106_cov_0.966292,Cluster11514,IPB24G-233,Mountain
IPB24G-203_NODE_1777_length_1106_cov_0.559755,Cluster11515,IPB24G-203,Mountain
IPB24G-238_NODE_661_length_1106_cov_0.594484,Cluster11516,IPB24G-238,Mountain
IPB24C-115_NODE_840_length_1106_cov_1.966292,Cluster11517,IPB24C-115,Plain
IPB24C-103_NODE_1270_length_1105_cov_0.944785,Cluster11518,IPB24C-103,Plain
IPB24D-41_NODE_167_length_1105_cov_48.574642,Cluster11519,IPB24D-41,Mesa
IPB24C-70_NODE_962_length_1105_cov_1.424335,Cluster11520,IPB24C-70,Plain
IPB24A-2_NODE_338_length_1105_cov_0.732106,Cluster11521,IPB24A-2,Mountain
IPB24A-32_NODE_1082_length_1105_cov_2.006135,Cluster11522,IPB24A-32,Mountain
IPB6H-17_NODE_3115_length_1105_cov_3.059305,Cluster11523,IPB6D-5,Mountain
IPB24C-77_NODE_995_length_1105_cov_0.718814,Cluster11524,IPB24C-77,Plain
IPB24C-99_NODE_960_length_1105_cov_0.492843,Cluster11525,IPB24C-99,Plain
IPB4B-52_NODE_2089_length_1105_cov_1.097137,Cluster11526,IPB4B-52,Mountain
IPB24G-215_NODE_1200_length_1105_cov_1.904908,Cluster11527,IPB24G-215,Mountain
IPB24C-73_NODE_912_length_1105_cov_3.324131,Cluster11528,IPB24C-73,Plain
IPB24H-133_NODE_217_length_1104_cov_0.897646,Cluster11529,IPB24H-133,Mountain
IPB24C-68_NODE_302_length_1104_cov_19.602866,Cluster11530,IPB24C-68,Plain
IPB24G-233_NODE_4720_length_1104_cov_0.630502,Cluster11531,IPB24G-233,Mountain
IPB24B-7_NODE_649_length_1104_cov_2.256909,Cluster11532,IPB24B-7,Plain
IPB4B-18_NODE_229_length_1104_cov_0.400205,Cluster11533,IPB4B-18,Mesa
IPB24G-233_NODE_4716_length_1104_cov_2.079836,Cluster11534,IPB24G-233,Mountain
IPB24C-27_NODE_552_length_1089_cov_38.531185,Cluster11535,IPB24C-27,Plain
IPB24G-36_NODE_506_length_1104_cov_25.706244,Cluster11535,IPB24C-27,Plain
IPB24B-2_NODE_92_length_1104_cov_22.728762,Cluster11536,IPB24B-2,Mountain
IPB24C-77_NODE_996_length_1104_cov_4.437052,Cluster11537,IPB24C-77,Plain
IPB24C-22_NODE_198_length_1103_cov_0.496926,Cluster11538,IPB24C-22,Hill
IPB24E-194_NODE_1422_length_1103_cov_0.880123,Cluster11539,IPB24E-194,Mountain
IPB24G-233_NODE_4728_length_1103_cov_0.344262,Cluster11540,IPB24G-233,Mountain
IPB4B-6_NODE_666_length_1103_cov_0.770492,Cluster11541,IPB4B-6,Mesa
IPB24G-237_NODE_748_length_1103_cov_0.518443,Cluster11542,IPB24G-237,Mountain
IPB24E-180_NODE_3017_length_1103_cov_0.445697,Cluster11543,IPB24E-180,Mountain
IPB24E-194_NODE_1423_length_1103_cov_0.864754,Cluster11544,IPB24E-194,Mountain
IPB24C-102_NODE_1540_length_1103_cov_0.720287,Cluster11545,IPB24C-102,Plain
IPB24G-203_NODE_1786_length_1103_cov_0.428279,Cluster11546,IPB24G-203,Mountain
IPB24C-97_NODE_379_length_1103_cov_1.138320,Cluster11547,IPB24C-97,Plain
IPB24G-234_NODE_571_length_1102_cov_305.644103,Cluster11548,IPB24G-234,Mountain
IPB24G-233_NODE_4729_length_1102_cov_1.343590,Cluster11549,IPB24G-233,Mountain
IPB24G-227_NODE_657_length_1102_cov_28.899487,Cluster11550,IPB24G-227,Mountain
IPB24G-233_NODE_4734_length_1102_cov_0.861538,Cluster11551,IPB24G-233,Mountain
IPB24G-239_NODE_344_length_1102_cov_2.960000,Cluster11552,IPB24G-239,Mountain
IPB24C-102_NODE_1545_length_1102_cov_0.358974,Cluster11553,IPB24C-102,Plain
IPB24C-68_NODE_304_length_1102_cov_1.951795,Cluster11554,IPB24C-68,Plain
IPB4B-52_NODE_2107_length_1102_cov_4.916923,Cluster11555,IPB4B-52,Mountain
IPB24A-32_NODE_1085_length_1102_cov_0.671795,Cluster11556,IPB24A-32,Mountain
IPB24G-229_NODE_686_length_1101_cov_20.744353,Cluster11557,IPB24G-229,Hill
IPB24G-231_NODE_906_length_1101_cov_1.041068,Cluster11558,IPB24G-231,Mountain
