Sample,Shannon,Bio1,Bio2,Bio3,Bio4,Bio5,Bio6,Bio7,Bio8,Bio9,Bio10,Bio11,Bio12,Bio13,Bio14,Bio15,Bio16,Bio17,Bio18,Bio19,GMR,GR,GLH,HFT,FVC,NDVI,GDP,CHEQ,PSD,DEM
IPB4B-18,6.010062994,1.405310859,-0.128169267,0.115978987,-0.374767664,1.16219764,1.386847112,-0.504944208,-0.070402601,1.311136686,1.059419077,1.20810074,-0.560946833,-0.724760037,-0.05929349,-0.407607175,-0.778683618,-0.247969321,-1.262893212,0.338371377,-0.046678241,-0.78485979,2.392679156,0.649409556,1.788101505,-3.44104253,2.399395419,-1.578060741,2.914407197,-0.757143853
IPB4B-2,7.068692366,1.896148421,-1.025206985,-0.010181752,-0.76184117,0.653844842,1.948568719,-1.358036212,1.700261509,1.598330216,1.087776313,1.647291598,1.115635874,0.888262491,-0.248703251,0.332312211,0.898907804,-0.022026679,1.09319332,-0.158101853,-0.667889687,-0.621720959,2.389514129,0.177671927,0.094730604,-1.848612992,-0.232764591,-0.591338025,-0.155278671,-0.738761835
IPB4B-22,4.459431619,-0.634592037,-0.288181875,-0.882589255,1.181581118,0.619954656,-0.933307352,1.268588478,1.013808522,-0.699220178,0.480921867,-1.039291611,-0.652212424,-0.724760037,0.508935791,-0.798395263,-0.850422725,0.555382296,-0.719620832,0.662158266,-0.412096738,-0.752995971,0.468302372,0.733920517,0.094730604,-1.48411312,-0.131087291,-1.181265848,-0.178697979,-0.767722184
IPB4B-25,3.499227547,-0.299861354,0.114272809,0.005870383,-0.183888206,-0.159519634,-0.054090924,-0.055948759,-1.513878778,0.015174299,-0.403838051,-0.085732724,0.848599515,0.350588315,1.077165073,-0.539146249,0.446399591,1.107686532,-0.330752181,1.590347348,0.062947308,-0.147429119,-0.166350913,-1.672811964,-0.469726363,0.826802543,-0.288400861,1.601349891,-0.401766893,0.315169422
IPB4B-36,5.297079328,1.918663905,-1.039753707,-0.005905036,-0.774244102,0.653844842,1.972991398,-1.380485996,1.706676702,1.612690194,1.093447624,1.667075139,1.105495252,0.872448545,-0.248703251,0.326506277,0.882352625,-0.022026679,1.07603735,-0.179687646,-0.667889687,-0.616412857,2.493980391,0.167121029,-1.03418333,0.277998328,-0.247399349,0.065380273,-0.20036084,-0.752461641
IPB4B-4,5.413977073,1.634968801,-0.617904053,0.008133626,-0.572985554,0.721625215,1.508960505,-0.909040988,1.604029764,1.368575306,1.002703244,1.378237673,1.504359686,1.030588008,0.319526031,0.243651501,1.114125124,0.103497011,1.316220928,0.424714547,-0.15630379,-0.377994872,-0.749692316,0.672672402,1.788101505,-0.276123668,-0.235828618,-0.917472328,-0.226707562,-0.75064078
IPB4B-43,5.209453366,0.557227489,0.700983378,0.1499726,-0.021878683,0.992746707,0.312249255,0.370597131,-0.564392098,0.460325003,0.531965709,0.38906846,0.625505848,0.255704637,0.887755312,-0.479472157,0.341550128,1.032372318,-0.479437254,1.547175763,0.062947308,0.040520754,0.012142119,0.765590099,1.788101505,-2.238684175,-0.263808017,-1.627262866,-0.369565344,-0.271494411
IPB4B-5,3.546593564,1.645476147,-0.642147911,-0.027620671,-0.553816164,0.755515402,1.508960505,-0.886590755,1.636106499,1.364985527,1.03106048,1.378237673,1.531401343,1.10965774,0.319526031,0.25492212,1.141717089,0.103497011,1.344814211,0.44630034,-0.15630379,-0.427003758,-0.783905479,0.665127031,1.788101505,-0.41877799,0.17047742,-1.521653195,0.068375726,-0.759051421
IPB4B-52,7.265806065,0.593252625,0.225795955,0.22925501,-0.355180127,0.552174283,0.703012112,-0.280446596,-0.84667214,0.740338974,0.305104078,0.638339082,-0.195884469,-0.392667164,-0.05929349,-0.427187619,-0.381359334,0.028182797,-0.685308892,0.575815095,0.099489158,-0.685313048,1.255663649,-0.414917456,-1.03418333,0.187502463,-0.270379548,-0.004167435,-0.388886273,-0.3088654
IPB4B-57,1,1.405310859,-0.128169267,0.115978987,-0.374767664,1.16219764,1.386847112,-0.504944208,-0.070402601,1.311136686,1.059419077,1.20810074,-0.560946833,-0.724760037,-0.05929349,-0.407607175,-0.778683618,-0.247969321,-1.262893212,0.338371377,-0.046678241,-0.78485979,2.392679156,0.649409556,1.788101505,-3.44104253,2.399395419,-1.578060741,2.914407197,-0.757143853
IPB4B-6,6.477698898,1.64097269,-0.627601712,-0.015691032,-0.57289403,0.755515402,1.508960505,-0.886590755,1.616860535,1.3721653,1.014046207,1.382194429,1.544922171,1.10965774,0.319526031,0.252771081,1.158272267,0.128601749,1.361970181,0.467886132,-0.15630379,-0.433481479,-0.745576652,0.435845083,-1.03418333,-1.357149968,0.283685135,-0.149437852,0.187228717,-0.758791298
IPB4B-62,4.501629167,1.405310859,-0.128169267,0.115978987,-0.374767664,1.16219764,1.386847112,-0.504944208,-0.070402601,1.311136686,1.059419077,1.20810074,-0.560946833,-0.724760037,-0.05929349,-0.407607175,-0.778683618,-0.247969321,-1.262893212,0.338371377,-0.046678241,-0.78485979,2.392679156,0.649409556,1.788101505,-3.44104253,2.399395419,-1.578060741,2.914407197,-0.757143853
IPB4B-63,3.616874606,-0.627086635,-0.370612332,-0.921785328,1.184781376,0.586064469,-0.933307352,1.246139144,1.033054486,0.352627321,0.497936141,-1.031378337,-0.800941535,-0.75638793,0.508935791,-0.602461288,-0.86145951,0.404753868,-0.731058145,0.618986681,-0.521722288,-0.75493674,0.278109165,0.404598997,-1.03418333,-1.012305351,-0.118307076,-0.39786383,-0.161133498,-0.77517904
IPB4B-65,4.584962501,1.009038332,2.286557093,1.980660553,-1.520349178,0.213272417,0.727434791,-0.527394216,-0.051156252,1.440373688,-0.460553544,1.465284636,0.38213094,0.825006706,-1.669276455,1.270613097,0.876834232,-1.65383465,1.070318693,-1.474835202,1.451537598,2.519513809,0.661576063,-1.105275136,-0.469726363,1.11149355,-0.320169978,0.669873842,-0.415232996,0.652635522
IPB4B-66,5.308771517,-0.976827402,1.311938387,1.597854492,-1.160314294,-2.260711199,-0.64023521,-0.909040539,-1.751250544,-0.25047991,-1.96351121,-0.03429585,0.27734452,0.635239349,-1.101047173,0.818002223,0.700245662,-0.850483034,0.887321681,-0.95677618,1.239594869,0.982880918,-0.025897543,-1.454443501,-0.469726363,1.11149355,-0.309566834,2.154785399,-0.388300791,1.843911666
IPB4B-67,3.969815782,-0.976827402,1.311938387,1.597854492,-1.160314294,-2.260711199,-0.64023521,-0.909040539,-1.751250544,-0.25047991,-1.96351121,-0.03429585,0.27734452,0.635239349,-1.101047173,0.818002223,0.700245662,-0.850483034,0.887321681,-0.95677618,1.239594869,0.982880918,-0.025897543,-1.454443501,-0.469726363,1.11149355,-0.309566834,2.154785399,-0.388300791,1.843911666
IPB4B-68,4.906890596,-0.976827402,1.311938387,1.597854492,-1.160314294,-2.260711199,-0.64023521,-0.909040539,-1.751250544,-0.25047991,-1.96351121,-0.03429585,0.27734452,0.635239349,-1.101047173,0.818002223,0.700245662,-0.850483034,0.887321681,-0.95677618,1.239594869,0.982880918,-0.025897543,-1.454443501,-0.469726363,1.11149355,-0.309566834,2.154785399,-0.388300791,1.843911666
IPB4B-71,4.807354922,1.550910752,1.438008081,2.160872633,-1.749830444,0.314942977,1.655496576,-1.313136645,0.218292634,1.914243702,-0.069217426,1.987565938,0.997328626,0.93570433,-1.479866694,0.823420875,1.307268874,-0.850483034,0.172489602,-0.848847216,1.634246847,3.115800668,-0.52415943,-0.317064653,0.094730604,1.11149355,-0.315815835,0.690638364,-0.405865272,0.251352605
IPB4B-76,3.321928095,1.009038332,2.286557093,1.980660553,-1.520349178,0.213272417,0.727434791,-0.527394216,-0.051156252,1.440373688,-0.460553544,1.465284636,0.38213094,0.825006706,-1.669276455,1.270613097,0.876834232,-1.65383465,1.070318693,-1.474835202,1.451537598,2.519513809,0.661576063,-1.105275136,-0.469726363,1.11149355,-0.320169978,0.669873842,-0.415232996,0.652635522
IPB4B-78,3.851227481,0.881450466,2.339894629,2.021511082,-1.544282881,0.111601858,0.654166755,-0.527394441,-0.198711081,1.3721653,-0.590998462,1.398020976,0.385511147,0.856634598,-1.574571574,1.286952748,0.893389411,-1.65383465,1.087474663,-1.453249409,1.451537598,2.55924297,0.625916583,-1.477936189,-0.469726363,0.531282351,-0.310413473,0.0398219,-0.375420171,0.821108449
IPB4B-79,3.636842188,0.881450466,2.339894629,2.021511082,-1.544282881,0.111601858,0.654166755,-0.527394441,-0.198711081,1.3721653,-0.590998462,1.398020976,0.385511147,0.856634598,-1.574571574,1.286952748,0.893389411,-1.65383465,1.087474663,-1.453249409,1.451537598,2.55924297,0.625916583,-1.477936189,-0.469726363,0.531282351,-0.310413473,0.0398219,-0.375420171,0.821108449
IPB4B-80,3.608952453,0.881450466,2.339894629,2.021511082,-1.544282881,0.111601858,0.654166755,-0.527394441,-0.198711081,1.3721653,-0.590998462,1.398020976,0.385511147,0.856634598,-1.574571574,1.286952748,0.893389411,-1.65383465,1.087474663,-1.453249409,1.451537598,2.55924297,0.625916583,-1.477936189,-0.469726363,0.531282351,-0.310413473,0.0398219,-0.375420171,0.821108449
IPB4B-83,4.321928095,-0.976827402,1.311938387,1.597854492,-1.160314294,-2.260711199,-0.64023521,-0.909040539,-1.751250544,-0.25047991,-1.96351121,-0.03429585,0.27734452,0.635239349,-1.101047173,0.818002223,0.700245662,-0.850483034,0.887321681,-0.95677618,1.239594869,0.982880918,-0.025897543,-1.454443501,-0.469726363,1.11149355,-0.309566834,2.154785399,-0.388300791,1.843911666
IPB6D-12,4.684372827,0.663801023,-0.874892444,0.1438802,-0.749595675,-0.4984215,1.142620326,-1.380485996,0.417171317,0.514173843,-0.046531501,0.808476489,0.422693424,0.904076437,-1.006342293,1.40508963,1.207937803,-0.750064081,1.413438091,-0.870433009,1.19574465,0.754740601,0.925494392,-0.8335491,-0.469726363,0.363186974,-0.317105952,0.318308895,-0.384787894,0.40855354
IPB6D-3,5.538617527,1.004535235,-1.199765384,0.044061553,-0.891228729,-0.362860754,1.508960505,-1.627433616,0.641712313,1.095741108,0.151972554,1.140837081,1.818718944,2.295703717,-0.05929349,1.216325129,2.333689941,0.103497011,2.580044043,-0.007001305,0.209114707,0.245535746,1.829751247,-0.927502459,-0.469726363,1.11149355,-0.307389762,2.093639793,-0.35141538,-0.051603858
IPB6D-5,7.785519558,1.465352271,-1.272498123,-0.150139364,-0.755214936,0.213272417,1.753187291,-1.47028513,1.244765095,1.013172957,0.685097573,1.358454369,2.805739408,3.434307854,0.698345552,1.349166429,3.492552436,0.655801248,3.780961936,0.338371377,0.464907655,0.099654747,1.330293235,-0.887279433,-0.469726363,1.110321057,-0.312066434,1.342249107,-0.372492757,-0.597168273
IPB6D-6,7.487222559,1.004535235,-1.199765384,0.044061553,-0.891228729,-0.362860754,1.508960505,-1.627433616,0.641712313,1.095741108,0.151972554,1.140837081,1.818718944,2.295703717,-0.05929349,1.216325129,2.333689941,0.103497011,2.580044043,-0.007001305,0.209114707,0.245535746,1.829751247,-0.927502459,-0.469726363,1.11149355,-0.307389762,2.093639793,-0.35141538,-0.051603858
IPB6D-7,5.630418324,1.004535235,-1.199765384,0.044061553,-0.891228729,-0.362860754,1.508960505,-1.627433616,0.641712313,1.095741108,0.151972554,1.140837081,1.818718944,2.295703717,-0.05929349,1.216325129,2.333689941,0.103497011,2.580044043,-0.007001305,0.209114707,0.245535746,1.829751247,-0.927502459,-0.469726363,1.11149355,-0.307389762,2.093639793,-0.35141538,-0.051603858
